student_id,course_code,attendance_pct
S2023CS023,CS306,79.9
S2023CS023,CS307,73.3
S2023CS023,CS308,85.0
S2023CS024,CS301,80.4
S2023CS024,CS302,84.0
S2023CS024,CS303,83.5
S2023CS024,CS304,89.5
S2023CS024,CS305,89.3
S2023CS024,CS306,86.1
S2023CS024,CS307,88.7
S2023CS024,CS308,88.1
S2023CS025,CS301,93.0
S2023CS025,CS302,86.1
S2023CS025,CS303,78.1
S2023CS025,CS304,80.6
S2023CS025,CS305,82.2
S2023CS025,CS306,85.2
S2023CS025,CS307,76.9
S2023CS025,CS308,87.5
S2023CS026,CS301,94.2
S2023CS026,CS302,94.4
S2023CS026,CS303,97.4
S2023CS026,CS304,95.3
S2023CS026,CS305,95.2
S2023CS026,CS306,97.9
S2023CS026,CS307,99.6
S2023CS026,CS308,93.7
S2023CS027,CS301,78.0
S2023CS027,CS302,79.8
S2023CS027,CS303,79.5
S2023CS027,CS304,86.2
S2023CS027,CS305,80.9
S2023CS027,CS306,73.0
S2023CS027,CS307,85.5
S2023CS027,CS308,80.4
S2023CS028,CS301,78.6
S2023CS028,CS302,89.9
S2023CS028,CS303,80.1
S2023CS028,CS304,90.6
S2023CS028,CS305,80.1
S2023CS028,CS306,80.0
S2023CS028,CS307,86.1
S2023CS028,CS308,84.2
S2023CS029,CS301,86.2
S2023CS029,CS302,83.9
S2023CS029,CS303,93.5
S2023CS029,CS304,82.6
S2023CS029,CS305,82.9
S2023CS029,CS306,83.5
S2023CS029,CS307,87.5
S2023CS029,CS308,84.7
S2023CS030,CS301,88.7
S2023CS030,CS302,85.3
S2023CS030,CS303,87.3
S2023CS030,CS304,80.6
S2023CS030,CS305,89.3
S2023CS030,CS306,82.9
S2023CS030,CS307,90.8
S2023CS030,CS308,84.1
S2023CS031,CS301,89.0
S2023CS031,CS302,87.8
S2023CS031,CS303,87.0
S2023CS031,CS304,97.2
S2023CS031,CS305,94.9
S2023CS031,CS306,92.7
S2023CS031,CS307,99.8
S2023CS031,CS308,89.3
S2023CS032,CS301,70.5
S2023CS032,CS302,73.1
S2023CS032,CS303,71.1
S2023CS032,CS304,73.7
S2023CS032,CS305,83.3
S2023CS032,CS306,75.5
S2023CS032,CS307,76.3
S2023CS032,CS308,79.1
S2023CS033,CS301,86.6
S2023CS033,CS302,79.0
S2023CS033,CS303,85.5
S2023CS033,CS304,85.6
S2023CS033,CS305,86.9
S2023CS033,CS306,92.8
S2023CS033,CS307,78.2
S2023CS033,CS308,87.7
S2023CS034,CS301,93.3
S2023CS034,CS302,100.0
S2023CS034,CS303,93.6
S2023CS034,CS304,92.5
S2023CS034,CS305,87.7
S2023CS034,CS306,97.7
S2023CS034,CS307,97.4
S2023CS034,CS308,98.5
S2023CS035,CS301,98.8
S2023CS035,CS302,92.7
S2023CS035,CS303,94.2
S2023CS035,CS304,92.9
S2023CS035,CS305,98.3
S2023CS035,CS306,93.3
S2023CS035,CS307,89.8
S2023CS035,CS308,98.5
S2023CS036,CS301,74.7
S2023CS036,CS302,73.2
S2023CS036,CS303,84.3
S2023CS036,CS304,73.6
S2023CS036,CS305,82.6
S2023CS036,CS306,76.1
S2023CS036,CS307,68.7
S2023CS036,CS308,72.9
S2023CS037,CS301,91.4
S2023CS037,CS302,84.1
S2023CS037,CS303,87.7
S2023CS037,CS304,91.1
S2023CS037,CS305,85.4
S2023CS037,CS306,88.2
S2023CS037,CS307,81.2
S2023CS037,CS308,93.3
S2023CS038,CS301,82.5
S2023CS038,CS302,82.0
S2023CS038,CS303,80.5
S2023CS038,CS304,87.1
S2023CS038,CS305,88.7
S2023CS038,CS306,88.2
S2023CS038,CS307,80.1
S2023CS038,CS308,80.8
S2023CS039,CS301,80.2
S2023CS039,CS302,82.3
S2023CS039,CS303,83.4
S2023CS039,CS304,82.7
S2023CS039,CS305,86.5
S2023CS039,CS306,84.0
S2023CS039,CS307,82.5
S2023CS039,CS308,85.0
S2023CS040,CS301,86.9
S2023CS040,CS302,91.0
S2023CS040,CS303,84.8
S2023CS040,CS304,93.2
S2023CS040,CS305,93.5
S2023CS040,CS306,88.9
S2023CS040,CS307,88.3
S2023CS040,CS308,96.8
S2023CS041,CS301,89.6
S2023CS041,CS302,78.0
S2023CS041,CS303,83.4
S2023CS041,CS304,83.7
S2023CS041,CS305,84.5
S2023CS041,CS306,77.5
S2023CS041,CS307,73.1
S2023CS041,CS308,79.2
S2023CS042,CS301,79.0
S2023CS042,CS302,83.1
S2023CS042,CS303,82.0
S2023CS042,CS304,93.1
S2023CS042,CS305,85.2
S2023CS042,CS306,80.0
S2023CS042,CS307,87.8
S2023CS042,CS308,89.2
S2023CS043,CS301,87.1
S2023CS043,CS302,84.4
S2023CS043,CS303,88.5
S2023CS043,CS304,87.1
S2023CS043,CS305,81.5
S2023CS043,CS306,81.0
S2023CS043,CS307,88.9
S2023CS043,CS308,75.3
S2023CS044,CS301,88.3
S2023CS044,CS302,78.1
S2023CS044,CS303,80.5
S2023CS044,CS304,82.1
S2023CS044,CS305,78.9
S2023CS044,CS306,77.3
S2023CS044,CS307,89.1
S2023CS044,CS308,79.9
S2023CS045,CS301,78.8
S2023CS045,CS302,72.8
S2023CS045,CS303,75.8
S2023CS045,CS304,75.6
S2023CS045,CS305,74.9
S2023CS045,CS306,76.7
S2023CS045,CS307,68.4
S2023CS045,CS308,73.4
S2023CS046,CS301,96.0
S2023CS046,CS302,85.3
S2023CS046,CS303,90.2
S2023CS046,CS304,91.3
S2023CS046,CS305,85.7
S2023CS046,CS306,88.8
S2023CS046,CS307,91.3
S2023CS046,CS308,94.4
S2023CS047,CS301,90.2
S2023CS047,CS302,91.8
S2023CS047,CS303,85.9
S2023CS047,CS304,85.5
S2023CS047,CS305,86.0
S2023CS047,CS306,89.5
S2023CS047,CS307,89.9
S2023CS047,CS308,78.4
S2023CS048,CS301,89.2
S2023CS048,CS302,97.2
S2023CS048,CS303,83.2
S2023CS048,CS304,94.7
S2023CS048,CS305,93.3
S2023CS048,CS306,94.1
S2023CS048,CS307,91.5
S2023CS048,CS308,95.2
S2023CS049,CS301,79.8
S2023CS049,CS302,81.9
S2023CS049,CS303,84.6
S2023CS049,CS304,90.4
S2023CS049,CS305,82.2
S2023CS049,CS306,88.9
S2023CS049,CS307,93.8
S2023CS049,CS308,83.5
S2023CS050,CS301,81.0
S2023CS050,CS302,79.7
S2023CS050,CS303,78.2
S2023CS050,CS304,80.7
S2023CS050,CS305,81.3
S2023CS050,CS306,72.3
S2023CS050,CS307,80.3
S2023CS050,CS308,79.6
S2023CS051,CS301,73.0
S2023CS051,CS302,72.4
S2023CS051,CS303,84.0
S2023CS051,CS304,80.1
S2023CS051,CS305,71.5
S2023CS051,CS306,83.3
S2023CS051,CS307,86.3
S2023CS051,CS308,83.5
S2023CS052,CS301,85.9
S2023CS052,CS302,93.8
S2023CS052,CS303,98.8
S2023CS052,CS304,95.3
S2023CS052,CS305,89.3
S2023CS052,CS306,90.3
S2023CS052,CS307,90.1
S2023CS052,CS308,96.5
S2023CS053,CS301,93.1
S2023CS053,CS302,84.1
S2023CS053,CS303,87.0
S2023CS053,CS304,87.1
S2023CS053,CS305,84.3
S2023CS053,CS306,85.6
S2023CS053,CS307,89.9
S2023CS053,CS308,87.0
S2023CS054,CS301,82.0
S2023CS054,CS302,76.7
S2023CS054,CS303,92.6
S2023CS054,CS304,83.4
S2023CS054,CS305,88.4
S2023CS054,CS306,90.7
S2023CS054,CS307,96.1
S2023CS054,CS308,83.7
S2023CS055,CS301,91.3
S2023CS055,CS302,91.9
S2023CS055,CS303,87.8
S2023CS055,CS304,80.7
S2023CS055,CS305,84.9
S2023CS055,CS306,83.6
S2023CS055,CS307,83.1
S2023CS055,CS308,87.5
S2023CS056,CS301,87.7
S2023CS056,CS302,80.2
S2023CS056,CS303,90.5
S2023CS056,CS304,83.0
S2023CS056,CS305,75.5
S2023CS056,CS306,80.7
S2023CS056,CS307,83.7
S2023CS056,CS308,86.2
S2023CS057,CS301,86.5
S2023CS057,CS302,89.5
S2023CS057,CS303,79.1
S2023CS057,CS304,90.4
S2023CS057,CS305,87.5
S2023CS057,CS306,83.8
S2023CS057,CS307,86.8
S2023CS057,CS308,87.8
S2023CS058,CS301,85.4
S2023CS058,CS302,83.7
S2023CS058,CS303,81.5
S2023CS058,CS304,72.3
S2023CS058,CS305,76.3
S2023CS058,CS306,79.7
S2023CS058,CS307,75.9
S2023CS058,CS308,76.4
S2023CS059,CS301,79.9
S2023CS059,CS302,83.8
S2023CS059,CS303,83.5
S2023CS059,CS304,87.4
S2023CS059,CS305,90.9
S2023CS059,CS306,81.3
S2023CS059,CS307,78.9
S2023CS059,CS308,83.9
S2023CS060,CS301,79.4
S2023CS060,CS302,85.6
S2023CS060,CS303,82.6
S2023CS060,CS304,88.9
S2023CS060,CS305,90.7
S2023CS060,CS306,86.7
S2023CS060,CS307,94.4
S2023CS060,CS308,94.9
S2022CS001,CS301,95.6
S2022CS001,CS302,91.0
S2022CS001,CS303,89.8
S2022CS001,CS304,89.8
S2022CS001,CS305,86.0
S2022CS001,CS306,87.8
S2022CS001,CS307,86.8
S2022CS001,CS308,92.4
S2022CS002,CS301,81.4
S2022CS002,CS302,83.2
S2022CS002,CS303,90.1
S2022CS002,CS304,90.5
S2022CS002,CS305,77.8
S2022CS002,CS306,81.3
S2022CS002,CS307,80.2
S2022CS002,CS308,85.6
S2022CS003,CS301,84.0
S2022CS003,CS302,94.1
S2022CS003,CS303,96.6
S2022CS003,CS304,95.2
S2022CS003,CS305,93.6
S2022CS003,CS306,87.3
S2022CS003,CS307,89.9
S2022CS003,CS308,94.3
S2022CS004,CS301,91.4
S2022CS004,CS302,89.6
S2022CS004,CS303,89.0
S2022CS004,CS304,90.0
S2022CS004,CS305,87.7
S2022CS004,CS306,91.1
S2022CS004,CS307,91.0
S2022CS004,CS308,82.0
S2022CS005,CS301,73.5
S2022CS005,CS302,73.8
S2022CS005,CS303,67.5
S2022CS005,CS304,78.3
S2022CS005,CS305,71.0
S2022CS005,CS306,71.2
S2022CS005,CS307,79.5
S2022CS005,CS308,77.2
S2022CS006,CS301,75.9
S2022CS006,CS302,82.6
S2022CS006,CS303,80.7
S2022CS006,CS304,81.3
S2022CS006,CS305,73.4
S2022CS006,CS306,89.4
S2022CS006,CS307,82.5
S2022CS006,CS308,84.3
S2022CS007,CS301,86.3
S2022CS007,CS302,86.2
S2022CS007,CS303,85.6
S2022CS007,CS304,83.7
S2022CS007,CS305,85.4
S2022CS007,CS306,81.2
S2022CS007,CS307,86.5
S2022CS007,CS308,79.0
S2022CS008,CS301,88.0
S2022CS008,CS302,95.0
S2022CS008,CS303,87.7
S2022CS008,CS304,86.9
S2022CS008,CS305,87.3
S2022CS008,CS306,92.3
S2022CS008,CS307,81.3
S2022CS008,CS308,86.5
S2022CS009,CS301,85.2
S2022CS009,CS302,86.7
S2022CS009,CS303,87.0
S2022CS009,CS304,83.5
S2022CS009,CS305,90.7
S2022CS009,CS306,86.5
S2022CS009,CS307,86.0
S2022CS009,CS308,83.6
S2022CS010,CS301,80.6
S2022CS010,CS302,78.2
S2022CS010,CS303,88.5
S2022CS010,CS304,77.4
S2022CS010,CS305,83.4
S2022CS010,CS306,81.7
S2022CS010,CS307,88.7
S2022CS010,CS308,81.3
S2022CS011,CS301,90.6
S2022CS011,CS302,88.8
S2022CS011,CS303,84.3
S2022CS011,CS304,83.4
S2022CS011,CS305,87.6
S2022CS011,CS306,86.5
S2022CS011,CS307,82.0
S2022CS011,CS308,82.7
S2022CS012,CS301,82.0
S2022CS012,CS302,83.6
S2022CS012,CS303,83.4
S2022CS012,CS304,87.6
S2022CS012,CS305,83.0
S2022CS012,CS306,83.1
S2022CS012,CS307,75.0
S2022CS012,CS308,78.6
S2022CS013,CS301,83.6
S2022CS013,CS302,71.2
S2022CS013,CS303,86.8
S2022CS013,CS304,79.6
S2022CS013,CS305,82.3
S2022CS013,CS306,79.3
S2022CS013,CS307,86.4
S2022CS013,CS308,83.2
S2022CS014,CS301,89.4
S2022CS014,CS302,90.5
S2022CS014,CS303,96.1
S2022CS014,CS304,84.8
S2022CS014,CS305,94.1
S2022CS014,CS306,92.3
S2022CS014,CS307,87.7
S2022CS014,CS308,90.3
S2022CS015,CS301,72.2
S2022CS015,CS302,72.2
S2022CS015,CS303,75.4
S2022CS015,CS304,74.1
S2022CS015,CS305,75.8
S2022CS015,CS306,75.4
S2022CS015,CS307,76.5
S2022CS015,CS308,73.6
S2022CS016,CS301,92.1
S2022CS016,CS302,83.0
S2022CS016,CS303,86.2
S2022CS016,CS304,89.0
S2022CS016,CS305,90.4
S2022CS016,CS306,89.8
S2022CS016,CS307,87.1
S2022CS016,CS308,87.7
S2022CS017,CS301,85.2
S2022CS017,CS302,80.9
S2022CS017,CS303,84.5
S2022CS017,CS304,86.2
S2022CS017,CS305,79.2
S2022CS017,CS306,78.5
S2022CS017,CS307,78.4
S2022CS017,CS308,81.5
S2022CS018,CS301,80.3
S2022CS018,CS302,77.8
S2022CS018,CS303,80.7
S2022CS018,CS304,79.0
S2022CS018,CS305,69.7
S2022CS018,CS306,78.7
S2022CS018,CS307,75.6
S2022CS018,CS308,78.0
S2022CS019,CS301,75.9
S2022CS019,CS302,85.4
S2022CS019,CS303,78.4
S2022CS019,CS304,87.8
S2022CS019,CS305,79.8
S2022CS019,CS306,77.6
S2022CS019,CS307,84.0
S2022CS019,CS308,75.1
S2022CS020,CS301,87.4
S2022CS020,CS302,82.4
S2022CS020,CS303,87.2
S2022CS020,CS304,87.6
S2022CS020,CS305,90.6
S2022CS020,CS306,88.7
S2022CS020,CS307,86.4
S2022CS020,CS308,82.9
S2022CS021,CS301,82.6
S2022CS021,CS302,76.3
S2022CS021,CS303,79.3
S2022CS021,CS304,82.0
S2022CS021,CS305,84.2
S2022CS021,CS306,80.7
S2022CS021,CS307,78.6
S2022CS021,CS308,84.1
S2022CS022,CS301,89.1
S2022CS022,CS302,84.3
S2022CS022,CS303,86.0
S2022CS022,CS304,96.4
S2022CS022,CS305,79.3
S2022CS022,CS306,78.0
S2022CS022,CS307,86.5
S2022CS022,CS308,82.0
S2022CS023,CS301,81.8
S2022CS023,CS302,84.2
S2022CS023,CS303,79.2
S2022CS023,CS304,81.6
S2022CS023,CS305,81.4
S2022CS023,CS306,86.7
S2022CS023,CS307,88.0
S2022CS023,CS308,82.5
S2022CS024,CS301,89.0
S2022CS024,CS302,90.1
S2022CS024,CS303,96.1
S2022CS024,CS304,81.9
S2022CS024,CS305,87.4
S2022CS024,CS306,92.1
S2022CS024,CS307,87.1
S2022CS024,CS308,85.4
S2022CS025,CS301,97.7
S2022CS025,CS302,100.0
S2022CS025,CS303,92.7
S2022CS025,CS304,96.3
S2022CS025,CS305,100.0
S2022CS025,CS306,98.8
S2022CS025,CS307,99.4
S2022CS025,CS308,95.9
S2022CS026,CS301,73.3
S2022CS026,CS302,82.9
S2022CS026,CS303,75.6
S2022CS026,CS304,75.3
S2022CS026,CS305,78.5
S2022CS026,CS306,81.7
S2022CS026,CS307,83.8
S2022CS026,CS308,73.6
S2022CS027,CS301,82.3
S2022CS027,CS302,90.0
S2022CS027,CS303,75.7
S2022CS027,CS304,82.4
S2022CS027,CS305,80.9
S2022CS027,CS306,88.7
S2022CS027,CS307,83.3
S2022CS027,CS308,88.0
S2022CS028,CS301,82.5
S2022CS028,CS302,81.7
S2022CS028,CS303,89.4
S2022CS028,CS304,88.8
S2022CS028,CS305,78.6
S2022CS028,CS306,85.7
S2022CS028,CS307,86.8
S2022CS028,CS308,89.8
S2022CS029,CS301,100.0
S2022CS029,CS302,99.0
S2022CS029,CS303,100.0
S2022CS029,CS304,95.5
S2022CS029,CS305,100.0
S2022CS029,CS306,100.0
S2022CS029,CS307,100.0
S2022CS029,CS308,100.0
S2022CS030,CS301,85.5
S2022CS030,CS302,84.7
S2022CS030,CS303,89.1
S2022CS030,CS304,78.3
S2022CS030,CS305,85.1
S2022CS030,CS306,89.2
S2022CS030,CS307,76.7
S2022CS030,CS308,82.2
S2022CS031,CS301,83.1
S2022CS031,CS302,76.6
S2022CS031,CS303,83.7
S2022CS031,CS304,82.2
S2022CS031,CS305,81.5
S2022CS031,CS306,72.2
S2022CS031,CS307,86.2
S2022CS031,CS308,85.4
S2022CS032,CS301,91.7
S2022CS032,CS302,94.3
S2022CS032,CS303,96.1
S2022CS032,CS304,94.0
S2022CS032,CS305,98.7
S2022CS032,CS306,100.0
S2022CS032,CS307,94.6
S2022CS032,CS308,97.3
S2022CS033,CS301,84.5
S2022CS033,CS302,97.3
S2022CS033,CS303,95.2
S2022CS033,CS304,91.3
S2022CS033,CS305,88.3
S2022CS033,CS306,98.4
S2022CS033,CS307,97.9
S2022CS033,CS308,92.9
S2022CS034,CS301,83.2
S2022CS034,CS302,94.6
S2022CS034,CS303,90.1
S2022CS034,CS304,82.3
S2022CS034,CS305,81.2
S2022CS034,CS306,89.0
S2022CS034,CS307,87.4
S2022CS034,CS308,89.0
S2022CS035,CS301,84.0
S2022CS035,CS302,88.5
S2022CS035,CS303,78.5
S2022CS035,CS304,85.9
S2022CS035,CS305,76.7
S2022CS035,CS306,83.9
S2022CS035,CS307,76.5
S2022CS035,CS308,80.8
S2022CS036,CS301,73.2
S2022CS036,CS302,61.3
S2022CS036,CS303,70.2
S2022CS036,CS304,74.4
S2022CS036,CS305,68.5
S2022CS036,CS306,71.4
S2022CS036,CS307,72.8
S2022CS036,CS308,70.5
S2022CS037,CS301,71.3
S2022CS037,CS302,64.1
S2022CS037,CS303,75.0
S2022CS037,CS304,69.7
S2022CS037,CS305,71.0
S2022CS037,CS306,69.2
S2022CS037,CS307,73.0
S2022CS037,CS308,73.6
S2022CS038,CS301,82.7
S2022CS038,CS302,94.3
S2022CS038,CS303,86.4
S2022CS038,CS304,78.1
S2022CS038,CS305,84.2
S2022CS038,CS306,89.3
S2022CS038,CS307,86.8
S2022CS038,CS308,81.5
S2022CS039,CS301,76.5
S2022CS039,CS302,68.3
S2022CS039,CS303,72.5
S2022CS039,CS304,71.3
S2022CS039,CS305,74.4
S2022CS039,CS306,67.0
S2022CS039,CS307,67.7
S2022CS039,CS308,67.3
S2022CS040,CS301,74.8
S2022CS040,CS302,69.1
S2022CS040,CS303,60.9
S2022CS040,CS304,63.8
S2022CS040,CS305,69.5
S2022CS040,CS306,70.0
S2022CS040,CS307,70.1
S2022CS040,CS308,64.1
S2023IT001,CS301,82.7
S2023IT001,CS302,88.8
S2023IT001,CS303,84.6
S2023IT001,CS304,84.0
S2023IT001,CS305,80.0
S2023IT001,CS306,86.8
S2023IT001,CS307,84.1
S2023IT001,CS308,83.3
S2023IT002,CS301,73.7
S2023IT002,CS302,75.1
S2023IT002,CS303,71.2
S2023IT002,CS304,70.7
S2023IT002,CS305,74.4
S2023IT002,CS306,70.5
S2023IT002,CS307,67.9
S2023IT002,CS308,76.3
S2023IT003,CS301,79.9
S2023IT003,CS302,82.7
S2023IT003,CS303,83.6
S2023IT003,CS304,79.9
S2023IT003,CS305,87.6
S2023IT003,CS306,82.8
S2023IT003,CS307,80.0
S2023IT003,CS308,87.5
S2023IT004,CS301,86.7
S2023IT004,CS302,81.2
S2023IT004,CS303,88.1
S2023IT004,CS304,87.3
S2023IT004,CS305,92.9
S2023IT004,CS306,89.4
S2023IT004,CS307,90.8
S2023IT004,CS308,88.3
S2023IT005,CS301,81.4
S2023IT005,CS302,80.8
S2023IT005,CS303,77.3
S2023IT005,CS304,75.6
S2023IT005,CS305,78.0
S2023IT005,CS306,77.0
S2023IT005,CS307,78.4
S2023IT005,CS308,78.6
S2023IT006,CS301,100.0
S2023IT006,CS302,92.9
S2023IT006,CS303,92.9
S2023IT006,CS304,92.7
S2023IT006,CS305,95.1
S2023IT006,CS306,94.3
S2023IT006,CS307,92.4
S2023IT006,CS308,97.5
S2023IT007,CS301,82.5
S2023IT007,CS302,84.5
S2023IT007,CS303,81.2
S2023IT007,CS304,84.7
S2023IT007,CS305,84.0
S2023IT007,CS306,77.4
S2023IT007,CS307,77.3
S2023IT007,CS308,82.4
S2023IT008,CS301,89.3
S2023IT008,CS302,80.5
S2023IT008,CS303,93.1
S2023IT008,CS304,92.6
S2023IT008,CS305,86.4
S2023IT008,CS306,89.4
S2023IT008,CS307,79.2
S2023IT008,CS308,87.0
S2023IT009,CS301,82.7
S2023IT009,CS302,84.4
S2023IT009,CS303,91.5
S2023IT009,CS304,85.6
S2023IT009,CS305,93.9
S2023IT009,CS306,84.9
S2023IT009,CS307,94.5
S2023IT009,CS308,89.1
S2023IT010,CS301,77.3
S2023IT010,CS302,82.0
S2023IT010,CS303,78.1
S2023IT010,CS304,81.3
S2023IT010,CS305,72.9
S2023IT010,CS306,69.6
S2023IT010,CS307,75.7
S2023IT010,CS308,88.6
S2023IT011,CS301,90.5
S2023IT011,CS302,93.1
S2023IT011,CS303,94.4
S2023IT011,CS304,93.3
S2023IT011,CS305,96.5
S2023IT011,CS306,87.3
S2023IT011,CS307,96.9
S2023IT011,CS308,89.8
S2023IT012,CS301,80.2
S2023IT012,CS302,83.1
S2023IT012,CS303,76.7
S2023IT012,CS304,83.2
S2023IT012,CS305,78.2
S2023IT012,CS306,77.4
S2023IT012,CS307,80.1
S2023IT012,CS308,78.7
S2023IT013,CS301,100.0
S2023IT013,CS302,100.0
S2023IT013,CS303,94.4
S2023IT013,CS304,96.0
S2023IT013,CS305,95.3
S2023IT013,CS306,95.8
S2023IT013,CS307,95.9
S2023IT013,CS308,93.7
S2023IT014,CS301,79.3
S2023IT014,CS302,84.2
S2023IT014,CS303,77.3
S2023IT014,CS304,83.7
S2023IT014,CS305,88.2
S2023IT014,CS306,84.9
S2023IT014,CS307,81.6
S2023IT014,CS308,79.8
S2023IT015,CS301,85.9
S2023IT015,CS302,77.9
S2023IT015,CS303,81.9
S2023IT015,CS304,78.4
S2023IT015,CS305,79.8
S2023IT015,CS306,79.6
S2023IT015,CS307,85.9
S2023IT015,CS308,82.3
S2023IT016,CS301,80.9
S2023IT016,CS302,78.5
S2023IT016,CS303,74.5
S2023IT016,CS304,76.8
S2023IT016,CS305,76.0
S2023IT016,CS306,73.7
S2023IT016,CS307,79.2
S2023IT016,CS308,75.4
S2023IT017,CS301,86.9
S2023IT017,CS302,76.2
S2023IT017,CS303,81.9
