student_id,skill_id,proficiency
S2023CS030,sk_python,4
S2023CS030,sk_sql,2
S2023CS030,sk_system_design,2
S2023CS031,sk_dbms,2
S2023CS031,sk_dsa,3
S2023CS031,sk_nodejs,2
S2023CS031,sk_oop,3
S2023CS031,sk_os,3
S2023CS031,sk_python,4
S2023CS031,sk_sql,3
S2023CS031,sk_testing,2
S2023CS032,sk_dsa,3
S2023CS032,sk_oop,3
S2023CS032,sk_python,4
S2023CS032,sk_react,1
S2023CS032,sk_sql,3
S2023CS032,sk_tableau,1
S2023CS033,sk_c,3
S2023CS033,sk_dsa,2
S2023CS033,sk_java,3
S2023CS033,sk_linux,2
S2023CS033,sk_oop,2
S2023CS033,sk_os,3
S2023CS033,sk_python,4
S2023CS033,sk_sql,2
S2023CS033,sk_testing,2
S2023CS034,sk_c,4
S2023CS034,sk_dsa,3
S2023CS034,sk_git,4
S2023CS034,sk_java,3
S2023CS034,sk_oop,1
S2023CS034,sk_power_bi,3
S2023CS034,sk_python,3
S2023CS034,sk_spring,4
S2023CS034,sk_sql,2
S2023CS034,sk_statistics,4
S2023CS034,sk_testing,4
S2023CS035,sk_c,4
S2023CS035,sk_dbms,4
S2023CS035,sk_dsa,1
S2023CS035,sk_excel,4
S2023CS035,sk_java,4
S2023CS035,sk_oop,4
S2023CS035,sk_python,3
S2023CS035,sk_sql,3
S2023CS035,sk_tableau,1
S2023CS036,sk_c,4
S2023CS036,sk_dsa,4
S2023CS036,sk_html_css,3
S2023CS036,sk_java,3
S2023CS036,sk_linux,2
S2023CS036,sk_oop,4
S2023CS036,sk_python,5
S2023CS037,sk_aptitude,1
S2023CS037,sk_c,3
S2023CS037,sk_cn,4
S2023CS037,sk_dsa,2
S2023CS037,sk_java,4
S2023CS037,sk_ml,2
S2023CS037,sk_sql,1
S2023CS038,sk_c,3
S2023CS038,sk_cn,1
S2023CS038,sk_dsa,2
S2023CS038,sk_git,1
S2023CS038,sk_html_css,2
S2023CS038,sk_java,1
S2023CS038,sk_oop,4
S2023CS038,sk_python,3
S2023CS038,sk_spring,2
S2023CS038,sk_sql,2
S2023CS039,sk_c,2
S2023CS039,sk_cn,3
S2023CS039,sk_dsa,4
S2023CS039,sk_java,5
S2023CS039,sk_oop,4
S2023CS039,sk_python,2
S2023CS039,sk_spring,4
S2023CS039,sk_sql,5
S2023CS040,sk_c,4
S2023CS040,sk_dbms,3
S2023CS040,sk_dsa,3
S2023CS040,sk_java,3
S2023CS040,sk_nodejs,5
S2023CS040,sk_oop,3
S2023CS040,sk_power_bi,4
S2023CS040,sk_python,3
S2023CS040,sk_spring,2
S2023CS040,sk_sql,3
S2023CS041,sk_c,4
S2023CS041,sk_cpp,3
S2023CS041,sk_docker,3
S2023CS041,sk_dsa,3
S2023CS041,sk_java,4
S2023CS041,sk_linux,2
S2023CS041,sk_oop,2
S2023CS041,sk_python,3
S2023CS041,sk_sql,4
S2023CS041,sk_statistics,3
S2023CS042,sk_c,2
S2023CS042,sk_cn,3
S2023CS042,sk_java,4
S2023CS042,sk_linux,1
S2023CS042,sk_os,4
S2023CS042,sk_sql,4
S2023CS042,sk_system_design,2
S2023CS043,sk_dbms,2
S2023CS043,sk_dsa,1
S2023CS043,sk_java,3
S2023CS043,sk_nodejs,3
S2023CS043,sk_oop,2
S2023CS043,sk_python,4
S2023CS043,sk_sql,3
S2023CS044,sk_c,3
S2023CS044,sk_cn,3
S2023CS044,sk_cpp,2
S2023CS044,sk_docker,2
S2023CS044,sk_html_css,3
S2023CS044,sk_java,4
S2023CS044,sk_ml,3
S2023CS044,sk_nodejs,5
S2023CS044,sk_oop,3
S2023CS044,sk_python,3
S2023CS044,sk_sql,4
S2023CS045,sk_aws,3
S2023CS045,sk_c,3
S2023CS045,sk_cn,1
S2023CS045,sk_dsa,3
S2023CS045,sk_html_css,2
S2023CS045,sk_java,3
S2023CS045,sk_ml,3
S2023CS045,sk_python,4
S2023CS045,sk_sql,5
S2023CS046,sk_dsa,4
S2023CS046,sk_javascript,1
S2023CS046,sk_linux,3
S2023CS046,sk_oop,2
S2023CS046,sk_python,5
S2023CS047,sk_dsa,4
S2023CS047,sk_excel,3
S2023CS047,sk_java,3
S2023CS047,sk_oop,4
S2023CS047,sk_python,3
S2023CS047,sk_sql,4
S2023CS047,sk_statistics,2
S2023CS048,sk_c,2
S2023CS048,sk_communication,1
S2023CS048,sk_dsa,2
S2023CS048,sk_git,1
S2023CS048,sk_java,3
S2023CS048,sk_ml,2
S2023CS048,sk_oop,4
S2023CS048,sk_power_bi,3
S2023CS048,sk_python,3
S2023CS048,sk_sql,2
S2023CS048,sk_tableau,2
S2023CS049,sk_cpp,1
S2023CS049,sk_dsa,4
S2023CS049,sk_java,2
S2023CS049,sk_javascript,3
S2023CS049,sk_oop,3
S2023CS049,sk_sql,3
S2023CS049,sk_statistics,1
S2023CS049,sk_system_design,2
S2023CS050,sk_aws,5
S2023CS050,sk_c,1
S2023CS050,sk_dsa,4
S2023CS050,sk_java,3
S2023CS050,sk_linux,3
S2023CS050,sk_oop,3
S2023CS050,sk_python,3
S2023CS050,sk_sql,4
S2023CS050,sk_system_design,4
S2023CS051,sk_aws,2
S2023CS051,sk_communication,2
S2023CS051,sk_dsa,2
S2023CS051,sk_java,3
S2023CS051,sk_nodejs,2
S2023CS051,sk_oop,4
S2023CS051,sk_python,4
S2023CS052,sk_c,5
S2023CS052,sk_dsa,1
S2023CS052,sk_excel,5
S2023CS052,sk_git,3
S2023CS052,sk_javascript,3
S2023CS052,sk_nodejs,1
S2023CS052,sk_python,4
S2023CS052,sk_sql,4
S2023CS053,sk_c,2
S2023CS053,sk_dsa,2
S2023CS053,sk_html_css,3
S2023CS053,sk_java,2
S2023CS053,sk_oop,3
S2023CS053,sk_power_bi,2
S2023CS053,sk_python,3
S2023CS053,sk_react,2
S2023CS053,sk_sql,5
S2023CS053,sk_statistics,1
S2023CS053,sk_system_design,3
S2023CS053,sk_tableau,2
S2023CS054,sk_aptitude,3
S2023CS054,sk_c,3
S2023CS054,sk_communication,3
S2023CS054,sk_dsa,4
S2023CS054,sk_excel,2
S2023CS054,sk_java,2
S2023CS054,sk_oop,3
S2023CS054,sk_os,5
S2023CS054,sk_python,5
S2023CS054,sk_react,2
S2023CS054,sk_testing,2
S2023CS055,sk_c,4
S2023CS055,sk_docker,3
S2023CS055,sk_dsa,4
S2023CS055,sk_java,3
S2023CS055,sk_oop,3
S2023CS055,sk_python,3
S2023CS055,sk_sql,2
S2023CS055,sk_tableau,3
S2023CS056,sk_c,2
S2023CS056,sk_dl,5
S2023CS056,sk_dsa,3
S2023CS056,sk_html_css,4
S2023CS056,sk_java,3
S2023CS056,sk_javascript,2
S2023CS056,sk_oop,5
S2023CS056,sk_power_bi,5
S2023CS056,sk_python,4
S2023CS056,sk_sql,4
S2023CS056,sk_system_design,3
S2023CS056,sk_tableau,1
S2023CS057,sk_c,2
S2023CS057,sk_docker,2
S2023CS057,sk_dsa,3
S2023CS057,sk_excel,3
S2023CS057,sk_git,2
S2023CS057,sk_html_css,1
S2023CS057,sk_java,3
S2023CS057,sk_oop,4
S2023CS057,sk_sql,5
S2023CS057,sk_system_design,2
S2023CS058,sk_dsa,2
S2023CS058,sk_git,4
S2023CS058,sk_html_css,3
S2023CS058,sk_java,2
S2023CS058,sk_oop,3
S2023CS058,sk_os,3
S2023CS058,sk_python,2
S2023CS058,sk_react,4
S2023CS058,sk_sql,3
S2023CS059,sk_c,3
S2023CS059,sk_dl,2
S2023CS059,sk_dsa,3
S2023CS059,sk_git,4
S2023CS059,sk_java,4
S2023CS059,sk_javascript,1
S2023CS059,sk_oop,4
S2023CS059,sk_python,3
S2023CS059,sk_sql,4
S2023CS059,sk_testing,4
S2023CS060,sk_c,2
S2023CS060,sk_docker,4
S2023CS060,sk_dsa,2
S2023CS060,sk_oop,3
S2023CS060,sk_power_bi,4
S2023CS060,sk_python,2
S2023CS060,sk_react,2
S2023CS060,sk_sql,3
S2023CS060,sk_tableau,3
S2022CS001,sk_c,1
S2022CS001,sk_communication,3
S2022CS001,sk_dsa,2
S2022CS001,sk_java,3
S2022CS001,sk_oop,4
S2022CS001,sk_os,1
S2022CS001,sk_python,4
S2022CS001,sk_sql,3
S2022CS001,sk_tableau,1
S2022CS002,sk_aws,3
S2022CS002,sk_communication,3
S2022CS002,sk_dl,3
S2022CS002,sk_docker,4
S2022CS002,sk_dsa,4
S2022CS002,sk_html_css,2
S2022CS002,sk_java,3
S2022CS002,sk_oop,3
S2022CS002,sk_python,3
S2022CS002,sk_spring,4
S2022CS002,sk_sql,1
S2022CS003,sk_aws,4
S2022CS003,sk_c,3
S2022CS003,sk_dbms,4
S2022CS003,sk_dsa,5
S2022CS003,sk_java,5
S2022CS003,sk_ml,3
S2022CS003,sk_oop,1
S2022CS003,sk_os,3
S2022CS003,sk_python,2
S2022CS003,sk_sql,5
S2022CS004,sk_c,3
S2022CS004,sk_communication,2
S2022CS004,sk_git,2
S2022CS004,sk_java,3
S2022CS004,sk_javascript,4
S2022CS004,sk_oop,3
S2022CS004,sk_python,2
S2022CS004,sk_sql,3
S2022CS004,sk_tableau,2
S2022CS005,sk_c,2
S2022CS005,sk_git,5
S2022CS005,sk_java,3
S2022CS005,sk_nodejs,1
S2022CS005,sk_oop,4
S2022CS005,sk_os,2
S2022CS005,sk_power_bi,3
S2022CS005,sk_python,1
S2022CS005,sk_spring,5
S2022CS005,sk_sql,4
S2022CS006,sk_aws,2
S2022CS006,sk_c,4
S2022CS006,sk_cn,3
S2022CS006,sk_dbms,3
S2022CS006,sk_dsa,4
S2022CS006,sk_html_css,4
S2022CS006,sk_java,3
S2022CS006,sk_ml,3
S2022CS006,sk_oop,4
S2022CS006,sk_os,2
S2022CS006,sk_sql,3
S2022CS007,sk_c,3
S2022CS007,sk_dbms,4
S2022CS007,sk_docker,3
S2022CS007,sk_dsa,1
S2022CS007,sk_excel,2
S2022CS007,sk_java,3
S2022CS007,sk_linux,4
S2022CS007,sk_ml,2
S2022CS007,sk_oop,2
S2022CS007,sk_python,3
S2022CS007,sk_sql,3
S2022CS008,sk_c,5
S2022CS008,sk_dbms,2
S2022CS008,sk_dsa,4
S2022CS008,sk_java,2
S2022CS008,sk_javascript,1
S2022CS008,sk_oop,3
S2022CS008,sk_python,3
S2022CS008,sk_sql,3
S2022CS009,sk_c,3
S2022CS009,sk_cpp,2
S2022CS009,sk_dsa,3
S2022CS009,sk_oop,3
S2022CS009,sk_power_bi,2
S2022CS009,sk_python,4
S2022CS009,sk_sql,2
S2022CS009,sk_statistics,2
S2022CS009,sk_system_design,2
S2022CS009,sk_testing,2
S2022CS010,sk_aptitude,1
S2022CS010,sk_c,4
S2022CS010,sk_cpp,1
S2022CS010,sk_dsa,4
S2022CS010,sk_excel,4
S2022CS010,sk_html_css,3
S2022CS010,sk_java,3
S2022CS010,sk_linux,4
S2022CS010,sk_oop,4
S2022CS010,sk_python,2
S2022CS010,sk_statistics,4
S2022CS011,sk_aptitude,1
S2022CS011,sk_c,5
S2022CS011,sk_dsa,3
S2022CS011,sk_html_css,4
S2022CS011,sk_java,1
S2022CS011,sk_javascript,2
S2022CS011,sk_oop,2
S2022CS011,sk_os,2
S2022CS011,sk_python,4
S2022CS011,sk_react,2
S2022CS011,sk_sql,3
S2022CS012,sk_c,3
S2022CS012,sk_dsa,3
S2022CS012,sk_java,3
S2022CS012,sk_ml,2
S2022CS012,sk_oop,3
S2022CS012,sk_sql,4
S2022CS012,sk_system_design,1
S2022CS012,sk_tableau,3
S2022CS013,sk_c,2
S2022CS013,sk_cpp,2
S2022CS013,sk_dsa,4
S2022CS013,sk_html_css,2
S2022CS013,sk_java,3
S2022CS013,sk_oop,3
S2022CS013,sk_python,5
S2022CS013,sk_sql,1
S2022CS014,sk_c,3
S2022CS014,sk_django,2
S2022CS014,sk_dl,3
S2022CS014,sk_dsa,3
S2022CS014,sk_excel,3
S2022CS014,sk_java,5
S2022CS014,sk_ml,5
S2022CS014,sk_nodejs,1
S2022CS014,sk_oop,4
S2022CS014,sk_python,4
S2022CS014,sk_sql,4
S2022CS015,sk_c,4
S2022CS015,sk_cn,3
S2022CS015,sk_docker,2
S2022CS015,sk_linux,2
S2022CS015,sk_python,3
S2022CS015,sk_sql,3
S2022CS016,sk_aws,3
S2022CS016,sk_c,5
S2022CS016,sk_cpp,1
S2022CS016,sk_dsa,5
S2022CS016,sk_java,3
S2022CS016,sk_javascript,1
S2022CS016,sk_linux,2
S2022CS016,sk_ml,5
S2022CS016,sk_oop,2
S2022CS016,sk_python,3
S2022CS016,sk_react,4
S2022CS016,sk_sql,4
S2022CS017,sk_aws,1
S2022CS017,sk_c,4
S2022CS017,sk_docker,2
S2022CS017,sk_dsa,5
S2022CS017,sk_html_css,3
S2022CS017,sk_python,4
S2022CS017,sk_spring,1
S2022CS017,sk_sql,4
S2022CS017,sk_testing,3
S2022CS018,sk_docker,3
S2022CS018,sk_dsa,4
S2022CS018,sk_java,2
S2022CS018,sk_oop,3
S2022CS018,sk_testing,2
S2022CS019,sk_c,4
S2022CS019,sk_dbms,3
S2022CS019,sk_dsa,4
S2022CS019,sk_java,3
S2022CS019,sk_oop,3
S2022CS019,sk_python,2
S2022CS019,sk_spring,3
S2022CS019,sk_sql,2
S2022CS019,sk_statistics,2
S2022CS020,sk_c,4
S2022CS020,sk_cpp,4
S2022CS020,sk_django,2
S2022CS020,sk_docker,5
S2022CS020,sk_dsa,4
S2022CS020,sk_excel,5
S2022CS020,sk_java,2
S2022CS020,sk_javascript,3
S2022CS020,sk_oop,4
S2022CS020,sk_os,2
S2022CS020,sk_python,3
S2022CS020,sk_sql,1
S2022CS021,sk_c,2
S2022CS021,sk_communication,3
S2022CS021,sk_dl,1
S2022CS021,sk_dsa,3
S2022CS021,sk_java,2
S2022CS021,sk_oop,4
S2022CS021,sk_python,3
S2022CS021,sk_sql,3
S2022CS021,sk_testing,2
S2022CS022,sk_c,3
S2022CS022,sk_dsa,3
S2022CS022,sk_excel,2
S2022CS022,sk_linux,2
S2022CS022,sk_oop,3
S2022CS022,sk_python,3
S2022CS022,sk_react,4
S2022CS022,sk_sql,4
S2022CS023,sk_dl,3
S2022CS023,sk_docker,3
S2022CS023,sk_dsa,3
S2022CS023,sk_git,3
S2022CS023,sk_java,2
S2022CS023,sk_oop,3
S2022CS023,sk_os,1
S2022CS023,sk_python,5
S2022CS023,sk_sql,5
S2022CS024,sk_c,4
S2022CS024,sk_dl,2
S2022CS024,sk_docker,3
S2022CS024,sk_git,2
S2022CS024,sk_java,2
S2022CS024,sk_oop,2
S2022CS024,sk_os,1
S2022CS024,sk_python,5
S2022CS024,sk_sql,3
S2022CS025,sk_cpp,4
S2022CS025,sk_dsa,5
S2022CS025,sk_java,3
S2022CS025,sk_javascript,1
S2022CS025,sk_oop,3
S2022CS025,sk_python,4
S2022CS026,sk_dbms,4
S2022CS026,sk_java,4
S2022CS026,sk_linux,2
S2022CS026,sk_ml,2
S2022CS026,sk_oop,4
S2022CS026,sk_python,3
S2022CS027,sk_django,1
S2022CS027,sk_dsa,5
S2022CS027,sk_java,2
S2022CS027,sk_linux,3
S2022CS027,sk_ml,3
S2022CS027,sk_nodejs,2
S2022CS027,sk_sql,2
S2022CS027,sk_statistics,3
S2022CS027,sk_testing,2
S2022CS028,sk_c,2
S2022CS028,sk_dbms,2
S2022CS028,sk_dl,3
S2022CS028,sk_dsa,3
S2022CS028,sk_java,2
S2022CS028,sk_oop,4
S2022CS028,sk_sql,4
S2022CS028,sk_system_design,2
S2022CS028,sk_tableau,2
S2022CS029,sk_c,4
S2022CS029,sk_dl,2
S2022CS029,sk_dsa,3
S2022CS029,sk_git,2
S2022CS029,sk_java,3
S2022CS029,sk_oop,3
S2022CS029,sk_python,3
S2022CS029,sk_react,3
S2022CS029,sk_sql,2
S2022CS029,sk_system_design,1
S2022CS030,sk_aptitude,2
S2022CS030,sk_c,5
S2022CS030,sk_dl,2
S2022CS030,sk_dsa,3
S2022CS030,sk_java,3
S2022CS030,sk_oop,4
S2022CS030,sk_python,4
S2022CS030,sk_sql,3
S2022CS030,sk_testing,2
S2022CS031,sk_c,4
S2022CS031,sk_docker,2
S2022CS031,sk_dsa,3
S2022CS031,sk_java,2
S2022CS031,sk_ml,3
S2022CS031,sk_oop,5
S2022CS031,sk_python,4
S2022CS032,sk_c,2
S2022CS032,sk_dbms,1
S2022CS032,sk_dsa,5
S2022CS032,sk_excel,2
S2022CS032,sk_java,3
S2022CS032,sk_javascript,2
S2022CS032,sk_oop,2
S2022CS032,sk_os,4
S2022CS032,sk_python,3
S2022CS032,sk_sql,4
S2022CS032,sk_testing,4
S2022CS033,sk_c,2
S2022CS033,sk_django,3
S2022CS033,sk_dsa,4
S2022CS033,sk_html_css,2
S2022CS033,sk_java,3
S2022CS033,sk_oop,3
S2022CS033,sk_os,3
S2022CS033,sk_power_bi,1
S2022CS033,sk_python,1
S2022CS033,sk_sql,4
S2022CS033,sk_testing,1
S2022CS034,sk_dsa,4
S2022CS034,sk_html_css,1
S2022CS034,sk_java,2
S2022CS034,sk_javascript,2
S2022CS034,sk_nodejs,2
S2022CS034,sk_oop,3
S2022CS034,sk_python,2
S2022CS034,sk_sql,5
S2022CS035,sk_c,5
S2022CS035,sk_cn,5
S2022CS035,sk_dsa,3
S2022CS035,sk_java,4
S2022CS035,sk_nodejs,2
S2022CS035,sk_python,2
S2022CS036,sk_aptitude,2
S2022CS036,sk_c,4
S2022CS036,sk_cpp,3
S2022CS036,sk_linux,1
S2022CS036,sk_oop,3
S2022CS036,sk_python,2
S2022CS036,sk_sql,3
S2022CS037,sk_aws,3
S2022CS037,sk_cn,1
S2022CS037,sk_dl,3
S2022CS037,sk_excel,2
S2022CS037,sk_java,3
S2022CS037,sk_linux,3
S2022CS037,sk_oop,2
S2022CS037,sk_python,3
S2022CS038,sk_aws,2
S2022CS038,sk_c,3
S2022CS038,sk_dsa,3
S2022CS038,sk_excel,3
S2022CS038,sk_java,3
S2022CS038,sk_oop,2
S2022CS038,sk_sql,3
S2022CS038,sk_testing,3
S2022CS039,sk_c,1
S2022CS039,sk_dsa,2
S2022CS039,sk_excel,2
S2022CS039,sk_python,2
S2022CS039,sk_sql,3
S2022CS039,sk_tableau,5
S2022CS040,sk_c,3
S2022CS040,sk_dbms,1
S2022CS040,sk_dsa,1
S2022CS040,sk_java,3
S2022CS040,sk_oop,2
S2022CS040,sk_os,2
S2022CS040,sk_power_bi,2
S2022CS040,sk_python,3
S2022CS040,sk_react,4
S2022CS040,sk_spring,2
S2022CS040,sk_sql,3
S2022CS040,sk_tableau,3
S2023IT001,sk_aptitude,2
S2023IT001,sk_dsa,2
S2023IT001,sk_html_css,3
S2023IT001,sk_javascript,3
S2023IT001,sk_oop,4
S2023IT001,sk_os,5
S2023IT001,sk_python,3
S2023IT001,sk_testing,2
S2023IT002,sk_cpp,2
S2023IT002,sk_django,4
S2023IT002,sk_docker,3
S2023IT002,sk_dsa,4
S2023IT002,sk_html_css,4
S2023IT002,sk_javascript,3
S2023IT002,sk_linux,4
S2023IT002,sk_oop,4
S2023IT002,sk_python,4
S2023IT002,sk_sql,4
S2023IT002,sk_statistics,3
S2023IT003,sk_aws,2
S2023IT003,sk_c,4
S2023IT003,sk_docker,4
S2023IT003,sk_dsa,2
S2023IT003,sk_html_css,1
S2023IT003,sk_java,1
S2023IT003,sk_javascript,3
S2023IT003,sk_oop,2
S2023IT003,sk_python,4
S2023IT003,sk_sql,2
S2023IT003,sk_tableau,2
S2023IT004,sk_communication,1
S2023IT004,sk_dl,5
S2023IT004,sk_dsa,3
S2023IT004,sk_javascript,4
S2023IT004,sk_linux,1
S2023IT004,sk_os,2
S2023IT004,sk_python,2
S2023IT004,sk_sql,5
S2023IT004,sk_system_design,3
S2023IT005,sk_aws,1
S2023IT005,sk_dbms,4
S2023IT005,sk_dsa,3
S2023IT005,sk_html_css,2
S2023IT005,sk_ml,1
S2023IT005,sk_oop,4
S2023IT005,sk_python,3
S2023IT005,sk_sql,4
S2023IT006,sk_aws,4
S2023IT006,sk_communication,3
S2023IT006,sk_dsa,2
S2023IT006,sk_html_css,4
S2023IT006,sk_oop,5
S2023IT006,sk_os,1
S2023IT006,sk_python,3
S2023IT006,sk_sql,3
S2023IT007,sk_dbms,3
S2023IT007,sk_html_css,4
S2023IT007,sk_java,1
S2023IT007,sk_javascript,2
S2023IT007,sk_oop,2
S2023IT007,sk_python,3
S2023IT007,sk_sql,5
S2023IT007,sk_system_design,3
S2023IT008,sk_django,4
S2023IT008,sk_dsa,4
S2023IT008,sk_excel,4
S2023IT008,sk_html_css,3
S2023IT008,sk_javascript,3
S2023IT008,sk_oop,3
S2023IT008,sk_python,2
S2023IT008,sk_sql,4
